Period,Age,Susceptible Number,Infectious Presymptomatic Number,Recovered Number,scenario
126,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
127,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
128,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
129,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
130,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
131,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
132,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
133,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
134,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
135,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
136,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
137,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
138,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
139,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
140,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
141,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
142,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
143,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
144,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
145,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
146,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
147,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
148,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
149,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
150,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
151,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
152,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
153,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
154,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
155,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
156,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
157,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
158,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
159,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
160,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
161,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
162,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
163,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
164,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
165,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
166,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
167,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
168,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
169,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
170,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
171,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
172,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
173,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
174,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
175,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
176,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
177,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
178,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
179,4,23561235,0,0,graph__test__tract_init_infectors__test_strat__result
